OPENDATA_IDENTIFICADOR,PROMOTOR,TIPUS_ACCES,VELOCITAT_CARREGA1,TIPUS_CONNEXIO1,VELOCITAT_CARREGA2,TIPUS_CONNEXIO2,VELOCITAT_CARREGA3,TIPUS_CONNEXIO3,Latitude,Longitude,DESIGNACIO_DESCRIPTIVA,ADREÇA,MUNICIPI,CODI_INE,PROVINCIA,CODI_PROV,NUM_PLACES_CARREGA,TIPUS_VEHICLE1,TIPUS_VEHICLE2,TELEFON,CODI_ASIA,CODI_BCN
08-0193-91-1,22@,VIA PUBLICA,NORMAL,Schuko,,,,,41.396897,2.200017,29 AjBCN-22@ Ciutat de Granada,Carrer de la Ciutat de Granada, 17,Barcelona,0193,Barcelona,08,1,cotxe,,93.291.41.50,,LC024
09-0193-92-1,22@,VIA PUBLICA,NORMAL,Schuko,,,,,41.396934,2.199915,30 AjBCN-22@ Ciutat de Granada,Carrer de la Ciutat de Granada, 19,Barcelona,0193,Barcelona,08,1,moto,,93.291.41.50,,LC025
08-0193-93-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.37533581,2.130439728,18 AjBCN-Endesa,Rambla Badal, 165 - Carrer de Sants,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC026
08-0193-93-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.37533581,2.130439728,18 AjBCN-Endesa,Rambla Badal, 165 - Carrer de Sants,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC026
08-0193-94-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.374847,2.171055,27 AjBCN-Endesa REE-TRYP APOLO,Avinguda  Paral·lel, 55,Barcelona,0193,Barcelona,08,2.cotxe,,93.291.41.50,,LC027
08-0193-94-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.374847,2.171055,27 AjBCN-Endesa REE-TRYP APOLO,Avinguda  Paral·lel, 55,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC027
08-0193-95-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.37793881,2.121154256,17 AjBCN-Endesa,Aristides Maillol,1 - Travessera de les Corts,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC028
08-0193-95-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.37793881,2.121154256,17 AjBCN-Endesa,Aristides Maillol,1 - Travessera de les Corts,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC028
08-0193-96-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.388088,2.107004,21 AjBCN-Endesa,Ctra, Esplugues, 52 - Carrer Eduard Toldra,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC029
08-0193-96-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.388088,2.107004,21 AjBCN-Endesa,Ctra, Esplugues, 52 - Carrer Eduard Toldra,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC029
08-0193-97-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.397507,2.119605,05 AjBCN-Endesa Domínguez Miralles- J.V.Foix,Avinguda Josep Vicenç Foix, 86,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC030
08-0193-97-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.397507,2.119605,05 AjBCN-Endesa Domínguez Miralles- J.V.Foix,Avinguda Josep Vicenç Foix, 86,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC030
08-0193-98-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.429535,2.158481,02 AjBCN-Endesa,Carrer de Lisboa, 7-11,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC031
08-0193-98-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.429535,2.158481,02 AjBCN-Endesa,Carrer de Lisboa, 7-11,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC031
08-0193-99-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.43491,2.148409,03 AjBCN-Endesa Vall d'Hebron,Arquitecte Moragas,31 - Avinguda  Can Marcet,36,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC032
08-0193-99-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.43491,2.148409,03 AjBCN-Endesa Vall d'Hebron,Arquitecte Moragas,31 - Avinguda  Can Marcet,36,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC032
08-0193-100-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.442436,2.197319,07 AjBCN-Endesa La Maquinista,Carrer República Dominicana - Carrer de Potosí,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC033
08-0193-100-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.442436,2.197319,07 AjBCN-Endesa La Maquinista,Carrer República Dominicana - Carrer de Potosí,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC033
08-0193-101-1,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.390945,2.196515,13 AjBCN-Endesa,Avinguda  d'Icària, 145 - Carrer de Rosa Censat, 14,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC034
08-0193-101-2,Endesa,VIA PUBLICA,NORMAL,Schuko,,,,,41.390945,2.196515,13 AjBCN-Endesa,Avinguda  d'Icària, 145 - Carrer de Rosa Censat, 14,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC034
08-0193-102-1,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.379547,2.187588,086 MOBECPOINT- PORT VELL,Passeig de Joan de Borbó, 22 - Carrer de la Maquinista,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC035
08-0193-102-2,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.379547,2.187588,086 MOBECPOINT- PORT VELL,Passeig de Joan de Borbó, 22 - Carrer de la Maquinista,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC035
08-0193-102-3,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.379547,2.187588,086 MOBECPOINT- PORT VELL,Passeig de Joan de Borbó, 22 - Carrer de la Maquinista,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC035
08-0193-102-4,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.379547,2.187588,086 MOBECPOINT- PORT VELL,Passeig de Joan de Borbó, 22 - Carrer de la Maquinista,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC035
08-0193-102-5,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.379547,2.187588,086 MOBECPOINT- PORT VELL,Passeig de Joan de Borbó, 22 - Carrer de la Maquinista,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC035
08-0193-102-6,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.379547,2.187588,086 MOBECPOINT- PORT VELL,Passeig de Joan de Borbó, 22 - Carrer de la Maquinista,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC035
08-0193-103-1,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.385643,2.174869,XXX MOBECPOINT- PLAÇA DELS PEIXOS,Carrer Duran i Bas, 9 - Plaça del Peixos,1,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC036
08-0193-103-2,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.385643,2.174869,XXX MOBECPOINT- PLAÇA DELS PEIXOS,Carrer Duran i Bas, 9 - Plaça del Peixos,1,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC036
08-0193-103-3,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.385643,2.174869,XXX MOBECPOINT- PLAÇA DELS PEIXOS,Carrer Duran i Bas, 9 - Plaça del Peixos,1,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC036
08-0193-103-4,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.385643,2.174869,XXX MOBECPOINT- PLAÇA DELS PEIXOS,Carrer Duran i Bas, 9 - Plaça del Peixos,1,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC036
08-0193-103-5,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.385643,2.174869,XXX MOBECPOINT- PLAÇA DELS PEIXOS,Carrer Duran i Bas, 9 - Plaça del Peixos,1,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC036
08-0193-103-6,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.385643,2.174869,XXX MOBECPOINT- PLAÇA DELS PEIXOS,Carrer Duran i Bas, 9 - Plaça del Peixos,1,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC036
08-0193-104-1,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.385166,2.116051,084 MOBECPOINT-ETSEIB,Carrer de Pasqual i Vila 22 - Avinguda  Diagonal,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC037
08-0193-104-2,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.385166,2.116051,084 MOBECPOINT-ETSEIB,Carrer de Pasqual i Vila 22 - Avinguda  Diagonal,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC037
08-0193-104-3,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.385166,2.116051,084 MOBECPOINT-ETSEIB,Carrer de Pasqual i Vila 22 - Avinguda  Diagonal,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC037
08-0193-104-4,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.385166,2.116051,084 MOBECPOINT-ETSEIB,Carrer de Pasqual i Vila 22 - Avinguda  Diagonal,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC037
08-0193-104-5,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.385166,2.116051,084 MOBECPOINT-ETSEIB,Carrer de Pasqual i Vila 22 - Avinguda  Diagonal,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC037
08-0193-104-6,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.385166,2.116051,084 MOBECPOINT-ETSEIB,Carrer de Pasqual i Vila 22 - Avinguda  Diagonal,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC037
08-0193-105-1,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.3954372,2.1035865,108 MOBECPOINT-IESE Pearson,Avinguda  de Pearson, 19,Barcelona,0193,Barcelona,08,10,moto,,93.291.41.50,,LC038
08-0193-105-2,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.3954372,2.1035865,108 MOBECPOINT-IESE Pearson,Avinguda  de Pearson, 19,Barcelona,0193,Barcelona,08,10,moto,,93.291.41.50,,LC038
08-0193-105-3,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.3954372,2.1035865,108 MOBECPOINT-IESE Pearson,Avinguda  de Pearson, 19,Barcelona,0193,Barcelona,08,10,moto,,93.291.41.50,,LC038
08-0193-105-4,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.3954372,2.1035865,108 MOBECPOINT-IESE Pearson,Avinguda  de Pearson, 19,Barcelona,0193,Barcelona,08,10,moto,,93.291.41.50,,LC038
08-0193-105-5,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.3954372,2.1035865,108 MOBECPOINT-IESE Pearson,Avinguda  de Pearson, 19,Barcelona,0193,Barcelona,08,10,moto,,93.291.41.50,,LC038
08-0193-105-6,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.3954372,2.1035865,108 MOBECPOINT-IESE Pearson,Avinguda  de Pearson, 19,Barcelona,0193,Barcelona,08,10,moto,,93.291.41.50,,LC038
08-0193-105-7,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.3954372,2.1035865,108 MOBECPOINT-IESE Pearson,Avinguda  de Pearson, 19,Barcelona,0193,Barcelona,08,10,moto,,93.291.41.50,,LC038
08-0193-105-8,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.3954372,2.1035865,108 MOBECPOINT-IESE Pearson,Avinguda  de Pearson, 19,Barcelona,0193,Barcelona,08,10,moto,,93.291.41.50,,LC038
08-0193-105-9,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.3954372,2.1035865,108 MOBECPOINT-IESE Pearson,Avinguda  de Pearson, 19,Barcelona,0193,Barcelona,08,10,moto,,93.291.41.50,,LC038
08-0193-106-1,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.405085,2.207517,085 MOBECPOINT- SCHNEIDER ELECTRIC,Carrer de Llull, 285,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC039
08-0193-106-2,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.405085,2.207517,085 MOBECPOINT- SCHNEIDER ELECTRIC,Carrer de Llull, 285,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC039
08-0193-106-3,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.405085,2.207517,085 MOBECPOINT- SCHNEIDER ELECTRIC,Carrer de Llull, 285,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC039
08-0193-106-4,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.405085,2.207517,085 MOBECPOINT- SCHNEIDER ELECTRIC,Carrer de Llull, 285,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC039
08-0193-106-5,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.405085,2.207517,085 MOBECPOINT- SCHNEIDER ELECTRIC,Carrer de Llull, 285,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC039
08-0193-106-6,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.405085,2.207517,085 MOBECPOINT- SCHNEIDER ELECTRIC,Carrer de Llull, 285,Barcelona,0193,Barcelona,08,6,moto,,93.291.41.50,,LC039
08-0193-107-1,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.4064,2.2012,123 MOBECPOINT-Hotel Me,Carrer de Lope de Vega, 158 - Carrer Pere IV,Barcelona,0193,Barcelona,08,9,moto,,93.291.41.50,,LC040
08-0193-107-2,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.4064,2.2012,123 MOBECPOINT-Hotel Me,Carrer de Lope de Vega, 158 - Carrer Pere IV,Barcelona,0193,Barcelona,08,9,moto,,93.291.41.50,,LC040
08-0193-107-3,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.4064,2.2012,123 MOBECPOINT-Hotel Me,Carrer de Lope de Vega, 158 - Carrer Pere IV,Barcelona,0193,Barcelona,08,9,moto,,93.291.41.50,,LC040
08-0193-107-4,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.4064,2.2012,123 MOBECPOINT-Hotel Me,Carrer de Lope de Vega, 158 - Carrer Pere IV,Barcelona,0193,Barcelona,08,9,moto,,93.291.41.50,,LC040
08-0193-107-5,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.4064,2.2012,123 MOBECPOINT-Hotel Me,Carrer de Lope de Vega, 158 - Carrer Pere IV,Barcelona,0193,Barcelona,08,9,moto,,93.291.41.50,,LC040
08-0193-107-6,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.4064,2.2012,123 MOBECPOINT-Hotel Me,Carrer de Lope de Vega, 158 - Carrer Pere IV,Barcelona,0193,Barcelona,08,9,moto,,93.291.41.50,,LC040
08-0193-107-7,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.4064,2.2012,123 MOBECPOINT-Hotel Me,Carrer de Lope de Vega, 158 - Carrer Pere IV,Barcelona,0193,Barcelona,08,9,moto,,93.291.41.50,,LC040
08-0193-107-8,IBERDROLA SERVICIOS ENERGETICOS, SAU,VIA PUBLICA,NORMAL,Schuko,,,,,41.4064,2.2012,123 MOBECPOINT-Hotel Me,Carrer de Lope de Vega, 158 - Carrer Pere IV,Barcelona,0193,Barcelona,08,9,moto,,93.291.41.50,,LC040
08-0193-120-1,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.393659,2.148857,Diagonal-Muntaner,Avinguda Diagonal, 449  ,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC041
08-0193-120-2,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.393659,2.148857,Diagonal-Muntaner,Avinguda Diagonal, 449,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC041
08-0193-121-1,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.393659,2.148857,Diagonal-Muntaner,Avinguda Diagonal, 449  ,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC042
08-0193-121-2,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.393659,2.148857,Diagonal-Muntaner,Avinguda Diagonal, 449,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC042
08-0193-122-1,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.394501,2.152312,Diagonal-Aribau,Avinguda Diagonal, 429,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC043
08-0193-122-2,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.394501,2.152312,Diagonal-Aribau,Avinguda Diagonal, 429,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC043
08-0193-123-1,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.394501,2.152312,Diagonal-Aribau,Avinguda Diagonal, 429,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC044
08-0193-123-2,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.394501,2.152312,Diagonal-Aribau,Avinguda Diagonal, 429,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC044
08-0193-124-1,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.396281,2.159284,Diagonal-Palau Robert,Avinguda Diagonal, 387,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC045
08-0193-124-2,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.396281,2.159284,Diagonal-Palau Robert,Avinguda Diagonal, 387,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC045
08-0193-125-1,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.396281,2.159284,Diagonal-Palau Robert,Avinguda Diagonal, 387,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC046
08-0193-125-2,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.396281,2.159284,Diagonal-Palau Robert,Avinguda Diagonal, 387,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC046
08-0193-126-1,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.393227,2.145783,Diagonal-Travessera,Avinguda Diagonal, 598,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC047
08-0193-126-2,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.393227,2.145783,Diagonal-Travessera,Avinguda Diagonal, 598,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC047
08-0193-127-1,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.393227,2.145783,Diagonal-Travessera,Avinguda Diagonal, 598,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC048
08-0193-127-2,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.393227,2.145783,Diagonal-Travessera,Avinguda Diagonal, 598,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC048
08-0193-128-1,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.395304,2.153848,Diagonal-Balmes Lateral Muntanya,Avinguda Diagonal, 508-510,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC049
08-0193-128-2,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.395304,2.153848,Diagonal-Balmes Lateral Muntanya,Avinguda Diagonal, 508-510,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC049
08-0193-129-1,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.395304,2.153848,Diagonal-Balmes Lateral Muntanya,Avinguda Diagonal, 508-510,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC050
08-0193-129-2,BIMSA,VIA PUBLICA,NORMAL,Schuko,,,,,41.395304,2.153848,Diagonal-Balmes Lateral Muntanya,Avinguda Diagonal, 508-510,Barcelona,0193,Barcelona,08,2.moto,,93.291.41.50,,LC050
08-0193-109-1,GAICU,VIA PUBLICA ,NORMAL,Schuko,semiRAPID,MENNEKES.F,,,41.406037,2.192503,XX PdR (eDUM)-El Parc i la Llacuna (7.4kW),Carrer de la Llacuna, 149,Barcelona,0193,Barcelona,08,2.mercaderies,,93.291.41.50,,QC001
08-0193-109-2,GAICU,VIA PUBLICA ,NORMAL,Schuko,semiRAPID,MENNEKES.F,,,41.406037,2.192503,XX PdR (eDUM)-El Parc i la Llacuna (7.4kW),Carrer de la Llacuna, 149,Barcelona,0193,Barcelona,08,2.mercaderies,,93.291.41.50,,QC001
08-0193-110-1,GAICU,VIA PUBLICA ,NORMAL,Schuko,semiRAPID,MENNEKES.F,,,41.433956,2.192101,94 PdR (eDUM)-Sant Adrià - Pl. Can Fabra (7.4kW),Carrer de Sant Adrià, 21,Barcelona,0193,Barcelona,08,2.mercaderies,,93.291.41.50,,QC002
08-0193-110-2,GAICU,VIA PUBLICA ,NORMAL,Schuko,semiRAPID,MENNEKES.F,,,41.433956,2.192101,94 PdR (eDUM)-Sant Adrià - Pl. Can Fabra (7.4kW),Carrer de Sant Adrià, 21,Barcelona,0193,Barcelona,08,2.mercaderies,,93.291.41.50,,QC002
08-0193-111-1,GAICU,VIA PUBLICA ,semiRAPID,MENNEKES.F,,,,,41.37544423,2.189038619,20 PdR (eTAXI)-Barceloneta - Joan de Borbó (7.4kW),Passeig Joan de Borbó - Carrer de la Drassana, 1,Barcelona,0193,Barcelona,08,2.taxi,,93.291.41.50,,QC003
08-0193-111-2,GAICU,VIA PUBLICA ,semiRAPID,MENNEKES.F,,,,,41.37544423,2.189038619,20 PdR (eTAXI)-Barceloneta - Joan de Borbó (7.4kW),Passeig Joan de Borbó - Carrer de la Drassana, 1,Barcelona,0193,Barcelona,08,2.taxi,,93.291.41.50,,QC003
08-0193-112-1,GAICU,VIA PUBLICA ,semiRAPID,MENNEKES.F,,,,,41.393005,2.146561,24 PdR (eTAXI)-Villarroel- Diagonal (7.4kW),Avinguda  Diagonal - Carrer de Villarroel,277,Barcelona,0193,Barcelona,08,2.taxi,,93.291.41.50,,QC004
08-0193-112-2,GAICU,VIA PUBLICA ,semiRAPID,MENNEKES.F,,,,,41.393005,2.146561,24 PdR (eTAXI)-Villarroel- Diagonal (7.4kW),Avinguda  Diagonal - Carrer de Villarroel,277,Barcelona,0193,Barcelona,08,2.taxi,,93.291.41.50,,QC004
08-0193-113-1,GAICU,VIA PUBLICA ,semiRAPID,MENNEKES.F,,,,,41.40695909,2.218313254,95 PdR (eTAXI)-Garcia i Fària - Josep Pla (7.4kW),Carrer Josep Pla-Passeig Garcia Fària, 87,Barcelona,0193,Barcelona,08,2.taxi,,93.291.41.50,,QC005
08-0193-113-2,GAICU,VIA PUBLICA ,semiRAPID,MENNEKES.F,,,,,41.40695909,2.218313254,96 PdR (eTAXI)-Garcia i Fària - Josep Pla (7.4kW),Carrer Josep Pla-Passeig Garcia Fària, 87,Barcelona,0193,Barcelona,08,2.taxi,,93.291.41.50,,QC005
08-0193-114-1,GAICU,VIA PUBLICA ,semiRAPID,MENNEKES.F,,,,,41.375233,2.151765,26 PdR (eTAXI)-Llançà - Paral·lel (7.4kW),Carrer de Llançà, 3 - Avinguda  del Paral·lel ,Barcelona,0193,Barcelona,08,2.taxi,,93.291.41.50,,QC006
08-0193-114-2,GAICU,VIA PUBLICA ,semiRAPID,MENNEKES.F,,,,,41.375233,2.151765,27 PdR (eTAXI)-Llançà - Paral·lel (7.4kW),Carrer de Llançà, 3 - Avinguda  del Paral·lel ,Barcelona,0193,Barcelona,08,2.taxi,,93.291.41.50,,QC006
08-0193-116-1,BIMSA,VIA PUBLICA ,NORMAL,Schuko,semiRAPID,MENNEKES.F,,,41.393688,2.14897,PdR (eDUM)-Avinguda Diagonal-Casanova,Avinguda Diagonal, 449 - Casanova,Barcelona,0193,Barcelona,08,2.mercaderies,,93.291.41.50,,QC007
08-0193-116-2,BIMSA,VIA PUBLICA ,NORMAL,Schuko,semiRAPID,MENNEKES.F,,,41.393688,2.14897,PdR (eDUM)-Avinguda Diagonal-Casanova,Avinguda Diagonal, 449 - Casanova,Barcelona,0193,Barcelona,08,2.mercaderies,,93.291.41.50,,QC007
08-0193-117-1,BIMSA,VIA PUBLICA ,NORMAL,Schuko,semiRAPID,MENNEKES.F,,,41.39537,2.153832,PdR (eDUM)-Avinguda Diagonal-Balmes,Avinguda Diagonal, 508 - Balmes,Barcelona,0193,Barcelona,08,2.mercaderies,,93.291.41.50,,QC008
08-0193-117-2,BIMSA,VIA PUBLICA ,NORMAL,Schuko,semiRAPID,MENNEKES.F,,,41.39537,2.153832,PdR (eDUM)-Avinguda Diagonal-Balmes,Avinguda Diagonal, 508 - Balmes,Barcelona,0193,Barcelona,08,2.mercaderies,,93.291.41.50,,QC008
